Marca,Token Figma,Variable ID,Valor Figma,Cadena alias,CSS,Valor CSS actual,Comparación CSS,Catálogo actual,Comparación catálogo
maria-linda,appointment/rescheduled/light,VariableID:3464:70,#f2eef9,appointment/rescheduled/light → GRM Global/status/appointment/rescheduled/light → lavenderPurple/50,--appointment-rescheduled-light,,missing,#f2eef9,equal
maria-linda,appointment/rescheduled/light-border,VariableID:3464:71,#ddd3f0,appointment/rescheduled/light-border → GRM Global/status/appointment/rescheduled/light-border → lavenderPurple/200,--appointment-rescheduled-light-border,,missing,#ddd3f0,equal
maria-linda,appointment/rescheduled/default,VariableID:3464:72,#9b7fd4,appointment/rescheduled/default → GRM Global/status/appointment/rescheduled/default → lavenderPurple/500,--appointment-rescheduled-default,,missing,#9b7fd4,equal
maria-linda,appointment/rescheduled/foreground,VariableID:3464:73,#7a65a6,appointment/rescheduled/foreground → GRM Global/status/appointment/rescheduled/foreground → lavenderPurple/700,--appointment-rescheduled-foreground,,missing,#7a65a6,equal
maria-linda,warning-hover,VariableID:3492:56313,#c18700,warning-hover → Maria Linda/status/warning/600,--warning-hover,#c18700,equal,#c18700,equal
maria-linda,warning-active,VariableID:3492:56314,#9c6c01,warning-active → Maria Linda/status/warning/700,--warning-active,#9c6c01,equal,#9c6c01,equal
maria-linda,error-hover,VariableID:3492:56315,#c82b41,error-hover → Maria Linda/status/error/600,--error-hover,#c82b41,equal,#c82b41,equal
maria-linda,error-active,VariableID:3492:56316,#aa1330,error-active → Maria Linda/status/error/700,--error-active,#aa1330,equal,#aa1330,equal
maria-linda,destructive-hover,VariableID:3492:56317,#b40242,destructive-hover → Maria Linda/status/destructive/600,--destructive-hover,#b40242,equal,#b40242,equal
maria-linda,destructive-active,VariableID:3492:56318,#950a37,destructive-active → Maria Linda/status/destructive/700,--destructive-active,#950a37,equal,#950a37,equal
maria-linda,info-hover,VariableID:3492:56319,#236abd,info-hover → Maria Linda/status/info/600,--info-hover,#236abd,equal,#236abd,equal
maria-linda,info-active,VariableID:3492:56320,#1156a2,info-active → Maria Linda/status/info/700,--info-active,#1156a2,equal,#1156a2,equal
maria-linda,primary-hover,VariableID:164:184,#63b1a5,primary-hover → Maria Linda/primary/hover → Maria Linda/primary/600,--primary-hover,#63b1a5,equal,#63b1a5,equal
maria-linda,secondary-hover,VariableID:164:185,#a8c9c3,secondary-hover → Maria Linda/secondary/hover → Maria Linda/secondary/600,--secondary-hover,#a8c9c3,equal,#a8c9c3,equal
maria-linda,primary-active,VariableID:164:365,#63b1a5,primary-active → Maria Linda/primary/hover → Maria Linda/primary/600,--primary-active,#63b1a5,equal,#63b1a5,equal
maria-linda,secondary-active,VariableID:168:367,#a8c9c3,secondary-active → Maria Linda/secondary/hover → Maria Linda/secondary/600,--secondary-active,#a8c9c3,equal,#a8c9c3,equal
maria-linda,background-hover,VariableID:168:368,#f2f4f5,background-hover → Maria Linda/neutral/100,--background-hover,#f0f1f1,different,#f0f1f1,different
maria-linda,background-active,VariableID:168:369,#f2f4f5,background-active → Maria Linda/neutral/100,--background-active,#f0f1f1,different,#f0f1f1,different
maria-linda,success/foreground,VariableID:203:202,#ffffff,success/foreground → color/neutral/0,--success-foreground,#ffffff,equal,#ffffff,equal
maria-linda,warning/foreground,VariableID:203:208,#ffffff,warning/foreground → color/neutral/0,--warning-foreground,#ffffff,equal,#ffffff,equal
maria-linda,error/foreground,VariableID:203:209,#ffffff,error/foreground → color/neutral/0,--error-foreground,#ffffff,equal,#ffffff,equal
maria-linda,destructive/foreground,VariableID:203:210,#ffffff,destructive/foreground → color/neutral/0,--destructive-foreground,#ffffff,equal,#ffffff,equal
maria-linda,info/foreground,VariableID:203:211,#ffffff,info/foreground → color/neutral/0,--info-foreground,#ffffff,equal,#ffffff,equal
maria-linda,success/light-border,VariableID:203:212,#a7e2be,success/light-border → Maria Linda/status/success/200,--success-light-border,#a7e2be,equal,#a7e2be,equal
maria-linda,warning/light-border,VariableID:203:213,#fcd79d,warning/light-border → Maria Linda/status/warning/200,--warning-light-border,#fcd79d,equal,#fcd79d,equal
maria-linda,error/light-foreground,VariableID:203:214,#aa1330,error/light-foreground → Maria Linda/status/error/700,--error-light-foreground,#aa1330,equal,#aa1330,equal
maria-linda,destructive/light-border,VariableID:203:215,#fea8b2,destructive/light-border → Maria Linda/status/destructive/200,--destructive-light-border,#fea8b2,equal,#fea8b2,equal
maria-linda,info/light-foreground,VariableID:203:216,#1156a2,info/light-foreground → Maria Linda/status/info/700,--info-light-foreground,#1156a2,equal,#1156a2,equal
maria-linda,success,VariableID:203:217,#32ac70,success → Maria Linda/status/success/500,--success,#32ac70,equal,#32ac70,equal
maria-linda,warning,VariableID:203:218,#e2a11d,warning → Maria Linda/status/warning/500,--warning,#e2a11d,equal,#e2a11d,equal
maria-linda,error,VariableID:203:219,#de4655,error → Maria Linda/status/error/500,--error,#de4655,equal,#de4655,equal
maria-linda,destructive,VariableID:203:220,#ca1f50,destructive → Maria Linda/status/destructive/500,--destructive,#ca1f50,equal,#ca1f50,equal
maria-linda,info,VariableID:203:221,#397dd0,info → Maria Linda/status/info/500,--info,#397dd0,equal,#397dd0,equal
maria-linda,success/light,VariableID:208:2,#eaf8ef,success/light → Maria Linda/status/success/50,--success-light,#eaf8ef,equal,#eaf8ef,equal
maria-linda,warning/light,VariableID:208:3,#fdf4e6,warning/light → Maria Linda/status/warning/50,--warning-light,#fdf4e6,equal,#fdf4e6,equal
maria-linda,error/light,VariableID:208:4,#feeeee,error/light → Maria Linda/status/error/50,--error-light,#feeeee,equal,#feeeee,equal
maria-linda,destructive/light,VariableID:208:5,#feecee,destructive/light → Maria Linda/status/destructive/50,--destructive-light,#feecee,equal,#feecee,equal
maria-linda,info/light,VariableID:208:6,#eaf3ff,info/light → Maria Linda/status/info/50,--info-light,#eaf3ff,equal,#eaf3ff,equal
maria-linda,success/light-foreground,VariableID:208:7,#12784a,success/light-foreground → Maria Linda/status/success/700,--success-light-foreground,#12784a,equal,#12784a,equal
maria-linda,warning/light-foreground,VariableID:208:8,#755108,warning/light-foreground → Maria Linda/status/warning/800,--warning-light-foreground,#9c6c01,different,#9c6c01,different
maria-linda,error/light-border,VariableID:208:33,#ffb6b6,error/light-border → Maria Linda/status/error/200,--error-light-border,#ffb6b6,equal,#ffb6b6,equal
maria-linda,destructive/light-foreground,VariableID:210:2,#950a37,destructive/light-foreground → Maria Linda/status/destructive/700,--destructive-light-foreground,#950a37,equal,#950a37,equal
maria-linda,info/light-border,VariableID:210:3,#a5ccfd,info/light-border → Maria Linda/status/info/200,--info-light-border,#a5ccfd,equal,#a5ccfd,equal
maria-linda,success-hover,VariableID:230:1268,#14945c,success-hover → Maria Linda/status/success/600,--success-hover,#14945c,equal,#14945c,equal
maria-linda,success-active,VariableID:230:1269,#12784a,success-active → Maria Linda/status/success/700,--success-active,#12784a,equal,#12784a,equal
maria-linda,success/light-hover,VariableID:230:1270,#ceeed9,success/light-hover → Maria Linda/status/success/100,--success-light-hover,#ceeed9,equal,#ceeed9,equal
maria-linda,success/light-active,VariableID:230:1271,#a7e2be,success/light-active → Maria Linda/status/success/200,--success-light-active,#a7e2be,equal,#a7e2be,equal
maria-linda,warning/light-hover,VariableID:230:1272,#fde8c7,warning/light-hover → Maria Linda/status/warning/100,--warning-light-hover,#fde8c7,equal,#fde8c7,equal
maria-linda,warning/light-active,VariableID:230:1273,#fcd79d,warning/light-active → Maria Linda/status/warning/200,--warning-light-active,#fcd79d,equal,#fcd79d,equal
maria-linda,error/light-hover,VariableID:230:1274,#fed7d6,error/light-hover → Maria Linda/status/error/100,--error-light-hover,,missing,#fed7d6,equal
maria-linda,error/light-active,VariableID:230:1275,#ffb6b6,error/light-active → Maria Linda/status/error/200,--error-light-active,,missing,#ffb6b6,equal
maria-linda,destructive/light-hover,VariableID:230:1276,#fed0d4,destructive/light-hover → Maria Linda/status/destructive/100,--destructive-light-hover,#fed0d4,equal,#fed0d4,equal
maria-linda,destructive/light-active,VariableID:230:1277,#fea8b2,destructive/light-active → Maria Linda/status/destructive/200,--destructive-light-active,#fea8b2,equal,#fea8b2,equal
maria-linda,info/light-hover,VariableID:230:1278,#cce2ff,info/light-hover → Maria Linda/status/info/100,--info-light-hover,,missing,#cce2ff,equal
maria-linda,info/light-active,VariableID:230:1279,#a5ccfd,info/light-active → Maria Linda/status/info/200,--info-light-active,,missing,#a5ccfd,equal
piel-sana,card,VariableID:51:19,#ffffff,card → color/neutral/0,--card,#ffffff,equal,#ffffff,equal
piel-sana,popover,VariableID:51:20,#fbfaf8,popover → Piel Sana/neutral/50,--popover,#fbf8f1,different,#fbf8f1,different
piel-sana,border,VariableID:51:21,#d0cac1,border → Piel Sana/neutral/300,--border,#d0cac1,equal,#d0cac1,equal
piel-sana,input,VariableID:51:22,#d0cac1,input → Piel Sana/neutral/300,--input,#d0cac1,equal,#d0cac1,equal
piel-sana,ring,VariableID:51:23,#ff9248,ring → Piel Sana/primary/500,--ring,#ff9248,equal,#ff9248,equal
piel-sana,sidebar,VariableID:51:24,#ffffff,sidebar → color/neutral/0,--sidebar,#ffffff,equal,#ffffff,equal
piel-sana,popover/foreground,VariableID:51:25,#2a2926,popover/foreground → Piel Sana/neutral/900,--popover-foreground,#333333,different,#333333,different
piel-sana,secondary/foreground,VariableID:51:26,#35917f,secondary/foreground → Piel Sana/secondary/700,--secondary-foreground,#35917f,equal,#35917f,equal
piel-sana,primary/foreground,VariableID:51:172,#ffffff,primary/foreground → color/neutral/0,--primary-foreground,#ffffff,equal,#ffffff,equal
piel-sana,muted/foreground,VariableID:71:2,#67635c,muted/foreground → Piel Sana/neutral/600,--muted-foreground,#a9a49c,different,#a9a49c,different
piel-sana,accent/foreground,VariableID:71:3,#3d3a36,accent/foreground → Piel Sana/neutral/800,--accent-foreground,#66635e,different,#66635e,different
piel-sana,chart/1,VariableID:71:4,#ff9248,chart/1 → Piel Sana/primary/500,--chart-1,,missing,#ff9248,equal
piel-sana,card/foreground,VariableID:71:5,#3d3a36,card/foreground → Piel Sana/neutral/800,--card-foreground,#66635e,different,#66635e,different
piel-sana,sidebar/foreground,VariableID:71:6,#2a2926,sidebar/foreground → Piel Sana/neutral/900,--sidebar-foreground,#333333,different,#333333,different
piel-sana,chart/2,VariableID:71:7,#5eccb7,chart/2 → Piel Sana/secondary/500,--chart-2,,missing,#5eccb7,equal
piel-sana,chart/3,VariableID:71:8,#beac87,chart/3 → Piel Sana/accent/500,--chart-3,,missing,#ddcaa4,different
piel-sana,chart/4,VariableID:71:9,#71b92d,chart/4 → success → Piel Sana/status/success/500,--chart-4,,missing,#71b92d,equal
piel-sana,chart/5,VariableID:71:10,#e7a70b,chart/5 → warning → Piel Sana/status/warning/500,--chart-5,,missing,#e7a70b,equal
piel-sana,sidebar/primary/foreground,VariableID:71:12,#ffffff,sidebar/primary/foreground → color/neutral/0,--sidebar-primary-foreground,#ffffff,equal,#ffffff,equal
piel-sana,sidebar/accent/foreground,VariableID:71:13,#2a2926,sidebar/accent/foreground → Piel Sana/neutral/900,--sidebar-accent-foreground,#333333,different,#333333,different
piel-sana,sidebar/border,VariableID:71:14,#d0cac1,sidebar/border → Piel Sana/neutral/300,--sidebar-border,#d0cac1,equal,#d0cac1,equal
piel-sana,sidebar/ring,VariableID:71:15,#7bc6bb,sidebar/ring → Maria Linda/primary/500,--sidebar-ring,#ff9248,different,#7bc6bb,equal
piel-sana,sidebar/primary,VariableID:74:3,#ff9248,sidebar/primary → Piel Sana/primary/500,--sidebar-primary,#ff9248,equal,#ff9248,equal
piel-sana,sidebar/accent,VariableID:74:4,#fff8f3,sidebar/accent → Piel Sana/primary/50,--sidebar-accent,#fff8f3,equal,#fff8f3,equal
piel-sana,primary/10%,VariableID:248:129,#ff9248 / 10%,primary/10% → Piel Sana/primary/500-10%,--primary-10,,missing,oklch(0.7638 0.1576 52.1 / 10%),equal
piel-sana,primary/default-foreground,VariableID:248:131,#94471a,primary/default-foreground → Piel Sana/primary/800,--primary-default-foreground,#ff9248,different,#ff9248,different
piel-sana,primary/15%,VariableID:248:511,#ff9248 / 15%,primary/15% → Piel Sana/primary/500-15%,--primary-15,,missing,oklch(0.7638 0.1576 52.1 / 15%),equal
piel-sana,secondary/40%,VariableID:249:143,#5eccb7 / 40%,secondary/40% → Piel Sana/secondary/500-40%,--secondary-40,,missing,oklch(0.7749 0.106 179.01 / 40%),equal
piel-sana,secondary/default-border,VariableID:294:472,#5eccb7,secondary/default-border → Piel Sana/secondary/500,--secondary-default-border,#5eccb7,equal,#5eccb7,equal
piel-sana,secondary/10%,VariableID:294:495,#5eccb7 / 10%,secondary/10% → Piel Sana/secondary/500-10%,--secondary-10,,missing,oklch(0.7749 0.106 179.01 / 10%),equal
piel-sana,primary/default-border,VariableID:294:496,#ff9248,primary/default-border → primary → Piel Sana/primary/500,--primary-default-border,#ff9248,equal,#ff9248,equal
piel-sana,success/default-border,VariableID:332:2317,#71b92d,success/default-border → Piel Sana/status/success/500,--success-default-border,#71b92d,equal,#71b92d,equal
piel-sana,warning/default-border,VariableID:332:2318,#e7a70b,warning/default-border → Piel Sana/status/warning/500,--warning-default-border,#e7a70b,equal,#e7a70b,equal
piel-sana,error/default-border,VariableID:332:2323,#ed5032,error/default-border → Piel Sana/status/error/500,--error-default-border,#ed5032,equal,#ed5032,equal
piel-sana,error/default-foreground,VariableID:417:1110,#ffffff,error/default-foreground → color/neutral/0,--error-default-foreground,#ffffff,equal,#ffffff,equal
piel-sana,error/20%,VariableID:424:1864,#ed5032 / 20%,error/20% → Piel Sana/status/error/500-20%,--error-20,,missing,oklch(0.6437 0.1983 32.89 / 20%),equal
piel-sana,ring/50%,VariableID:424:1865,#ff9248 / 50%,ring/50% → Piel Sana/primary/500-50%,--ring-50,,missing,oklch(0.7638 0.1576 52.1 / 50%),equal
piel-sana,primary/5%,VariableID:452:1261,#ff9248 / 5%,primary/5% → Piel Sana/primary/500-5%,--primary-5,,missing,oklch(0.7638 0.1576 52.1 / 5%),equal
piel-sana,input/50%,VariableID:479:83,#d0cac1 / 50%,input/50% → Piel Sana/neutral/400-50%,--input-50,,missing,oklch(0.8413 0.014 78.25 / 50%),equal
piel-sana,accent/50%,VariableID:629:40610,#beac87 / 50%,accent/50% → Piel Sana/accent/500-50%,--accent-50,,missing,oklch(0.8452 0.0548 84.5 / 50%),different
piel-sana,ring/15%,VariableID:902:6506,#ff9248 / 15%,ring/15% → Piel Sana/primary/500-15%,--ring-15,,missing,oklch(0.7638 0.1576 52.1 / 15%),equal
piel-sana,muted/50%,VariableID:1194:649,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:44:188'}, 'opacity': 50}",muted/50%,--muted-50,,missing,oklch(0.92 0.0104 81.79 / 50%),different
piel-sana,destructive/10%,VariableID:1361:2019,#d61d42 / 10%,destructive/10% → Piel Sana/status/destructive/500-10%,--destructive-10,,missing,oklch(0.5647 0.2128 18.44 / 10%),equal
piel-sana,destructive/default-foreground,VariableID:1365:2020,#d61d42,destructive/default-foreground → Piel Sana/status/destructive/500,--destructive-default-foreground,#d61d42,equal,#d61d42,equal
piel-sana,table/row-alternate,VariableID:1603:2,#fcfbfa,table/row-alternate → Piel Sana/surface/row-alternate,--table-row-alternate,,missing,#fcfbfa,equal
piel-sana,foreground/60%,VariableID:1812:2961,#2a2926 / 60%,foreground/60% → Piel Sana/neutral/900-60%,--foreground-60,,missing,oklch(0.3211 0 89.88 / 60%),different
piel-sana,muted/40%,VariableID:2127:13111,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:44:188'}, 'opacity': 40}",muted/40%,--muted-40,,missing,oklch(0.92 0.0104 81.79 / 40%),different
piel-sana,primary/20%,VariableID:2457:29811,#ff9248 / 20%,primary/20% → Piel Sana/primary/500-20%,--primary-20,,missing,oklch(0.7638 0.1576 52.1 / 20%),equal
piel-sana,destructive/30%,VariableID:2926:3907,#d61d42 / 30%,destructive/30% → Piel Sana/status/destructive/500-30%,--destructive-30,,missing,oklch(0.5647 0.2128 18.44 / 30%),equal
piel-sana,muted/20%,VariableID:3627:49901,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:44:188'}, 'opacity': 20}",muted/20%,--muted-20,,missing,,missing
piel-sana,primary/light-border,VariableID:3627:52309,#ff9248,primary/light-border → primary → Piel Sana/primary/500,--primary-light-border,#ff9248,equal,#ff9248,equal
piel-sana,background/10%,VariableID:3758:13875,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:44:183'}, 'opacity': 10}",background/10%,--background-10,,missing,oklch(0.9646 0.0057 84.57 / 20%),different
piel-sana,card/1%,VariableID:3781:32016,#ffffff / 1%,card/1% → color/neutral/0-1%,--card-1,,missing,oklch(1 0 89.88 / 1%),equal
piel-sana,table/header/background,VariableID:4989:98324,#fdf3ec,table/header/background,--table-header-background,,missing,,missing
piel-sana,muted/30%,VariableID:5046:23981,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:44:188'}, 'opacity': 30}",muted/30%,--muted-30,,missing,,missing
piel-sana,button/brand-gradient-1,VariableID:5082:64990,#ffffff,button/brand-gradient-1,--button-brand-gradient-1,,missing,,missing
piel-sana,button/brand-gradient-2,VariableID:5082:64991,#ffffff,button/brand-gradient-2,--button-brand-gradient-2,,missing,,missing
piel-sana,background/brand-gradient/light/1,VariableID:5088:23706,#fff4ec,background/brand-gradient/light/1,--background-brand-gradient-light-1,,missing,,missing
piel-sana,background/brand-gradient/light/2,VariableID:5090:36219,"{'color': {'type': 'VARIABLE_ALIAS', 'id': 'VariableID:50:300'}, 'opacity': 0}",background/brand-gradient/light/2,--background-brand-gradient-light-2,,missing,,missing
piel-sana,typography/sans,VariableID:132:811,kantumruy-pro,typography/sans → Piel Sana/typography/sans,--typography-sans,,missing,,missing
piel-sana,typography/heading,VariableID:132:812,kantumruy-pro,typography/heading → Piel Sana/typography/heading,--typography-heading,,missing,,missing
piel-sana,appointment/scheduled/light,VariableID:3464:38,#ececef,appointment/scheduled/light → GRM Global/status/appointment/scheduled/light → slateGray/50,--appointment-scheduled-light,,missing,#ececef,equal
piel-sana,appointment/scheduled/light-border,VariableID:3464:39,#ccced6,appointment/scheduled/light-border → GRM Global/status/appointment/scheduled/light-border → slateGray/200,--appointment-scheduled-light-border,,missing,#ccced6,equal
piel-sana,appointment/scheduled/default,VariableID:3464:40,#6a6f86,appointment/scheduled/default → GRM Global/status/appointment/scheduled/default → slateGray/500,--appointment-scheduled-default,,missing,#6a6f86,equal
piel-sana,appointment/scheduled/foreground,VariableID:3464:41,#56596c,appointment/scheduled/foreground → GRM Global/status/appointment/scheduled/foreground → slateGray/700,--appointment-scheduled-foreground,,missing,#56596c,equal
piel-sana,appointment/confirmed/light,VariableID:3464:42,#e6eef8,appointment/confirmed/light → GRM Global/status/appointment/confirmed/light → clearBlue/50,--appointment-confirmed-light,,missing,#e6eef8,equal
piel-sana,appointment/confirmed/light-border,VariableID:3464:43,#bed1ed,appointment/confirmed/light-border → GRM Global/status/appointment/confirmed/light-border → clearBlue/200,--appointment-confirmed-light-border,,missing,#bed1ed,equal
